Acrema|empire|human|1|10;93|||
Biquezamo|county|human|0|3;8|Commons;Merchants|Acrem;Acifra;Geralia|
Topuma|barony|human|0|2;8|Commons;Merchants|Acrem;Acifra;Geralia;Biquezamo|is the capital city of Biquezamo
Andagu|barony|human|0|2;6|Commons;Merchants|Acrem;Acifra;Geralia;Biquezamo|
Glasene|barony|human|1|2;2|Commons;Merchants|Acrem;Acifra;Geralia;Biquezamo|
Geriania|county|human|1|3;9|Commons;Merchants|Acrem;Acifra;Geralia|
Gosla|barony|human|1|4;12|Commons;Merchants|Acrem;Acifra;Geralia;Geriania|is the capital city of Geriania
Situnia|barony|human|0|1;7|Commons;Merchants|Acrem;Acifra;Geralia;Geriania|
Mabzia|county|human|1|6;14|Commons;Merchants|Acrem;Acifra;Geralia|
Kasalu|barony|human|1|4;8|Commons;Merchants|Acrem;Acifra;Geralia;Mabzia|is the capital city of Mabzia
Lawima|barony|human|1|3;9|Commons;Merchants|Acrem;Acifra;Geralia;Mabzia|
Zantania|county|human|1|3;10|Commons;Merchants|Acrem;Acifra;Geralia|
Domado|barony|human|1|1;6|Commons;Merchants|Acrem;Acifra;Geralia;Zantania|is the capital city of Zantania
Beliria|barony|human|1|4;4|Commons;Merchants|Acrem;Acifra;Geralia;Zantania|
Nebin|barony|human|1|2;7|Commons;Merchants|Acrem;Acifra;Geralia;Zantania|
Tradogcon|duchy|human|1|8;18||Acrem;Acifra|
Shinkasa|barony|human|1|1;11|Commons;Merchants|Acrem;Acifra;Tradogcon|is the capital city of Tradogcon
Cenfricanatral|county|human|0|6;9|Commons|Acrem;Acifra;Tradogcon|
Guambi|barony|human|1|4;7||Acrem;Acifra;Tradogcon;Cenfricanatral|is the capital city of Cenfricanatral
Slierrone|barony|human|1|2;7||Acrem;Acifra;Tradogcon;Cenfricanatral|
Masolia|county|human|1|6;8|Commons;Merchants|Acrem;Acifra;Tradogcon|
Shidigamo|barony|human|1|2;4|Commons;Merchants|Acrem;Acifra;Tradogcon;Masolia|is the capital city of Masolia
Niague|barony|human|1|1;9|Commons;Merchants|Acrem;Acifra;Tradogcon;Masolia|
Niague Sibasu|barony|human|1|1;10|Commons;Merchants|Acrem;Acifra;Tradogcon;Masolia|
Ansaraica|grand duchy|human|0|8;11|Commons|Acrem|
Uranu|barony|human|1|1;3|Commons;Merchants;Nobles;Martial|Acrem;Ansaraica|is the capital city of Ansaraica
Anzelew|duchy|human|0|7;16|Commons|Acrem;Ansaraica|
Tingon Well|barony|human|1|3;5||Acrem;Ansaraica;Anzelew|is the capital city of Anzelew
Jifi|county|human|1|2;3||Acrem;Ansaraica;Anzelew|
Usva|barony|human|1|2;8||Acrem;Ansaraica;Anzelew;Jifi|is the capital city of Jifi
Naery|barony|human|0|2;9|Commons|Acrem;Ansaraica;Anzelew;Jifi|
Taluvu|barony|human|1|4;12||Acrem;Ansaraica;Anzelew;Jifi|
Monsoland|county|human|0|1;12|Commons|Acrem;Ansaraica;Anzelew|
Raonhia|barony|human|0|1;7|Commons|Acrem;Ansaraica;Anzelew;Monsoland|is the capital city of Monsoland
Arunu|barony|human|1|3;9||Acrem;Ansaraica;Anzelew;Monsoland|
Bocamdia|barony|human|1|2;7||Acrem;Ansaraica;Anzelew;Monsoland|
Lartausia|duchy|human|0|7;12|Commons;Merchants|Acrem;Ansaraica|
Bercrana|barony|human|0|3;12|Commons;Merchants|Acrem;Ansaraica;Lartausia|is the capital city of Lartausia
Birkati|county|human|0|1;9|Commons;Merchants|Acrem;Ansaraica;Lartausia|
Atwara|barony|human|1|2;5|Commons;Merchants|Acrem;Ansaraica;Lartausia;Birkati|is the capital city of Birkati
Beshdalang|barony|human|0|4;6|Commons;Merchants|Acrem;Ansaraica;Lartausia;Birkati|
Cronemisa|county|human|0|2;11|Commons;Merchants|Acrem;Ansaraica;Lartausia|
Phonepi|barony|human|0|1;10|Commons;Merchants|Acrem;Ansaraica;Lartausia;Cronemisa|is the capital city of Cronemisa
Dranjo|barony|human|1|2;7|Commons;Merchants|Acrem;Ansaraica;Lartausia;Cronemisa|
Plaen|barony|human|1|3;9|Commons;Merchants|Acrem;Ansaraica;Lartausia;Cronemisa|
Gonta|county|human|0|6;11|Commons;Merchants|Acrem;Ansaraica;Lartausia|
Afolakunu|barony|human|0|4;10|Commons;Merchants|Acrem;Ansaraica;Lartausia;Gonta|is the capital city of Gonta
North Rekoa|barony|human|1|1;10|Commons;Merchants|Acrem;Ansaraica;Lartausia;Gonta|
South Rekoa|barony|human|1|4;9|Commons;Merchants|Acrem;Ansaraica;Lartausia;Gonta|
Masao|county|human|1|5;10|Commons;Merchants|Acrem;Ansaraica;Lartausia|
Aipa|barony|human|1|4;4|Commons;Merchants|Acrem;Ansaraica;Lartausia;Masao|is the capital city of Masao
Slankria|barony|human|1|3;8|Commons;Merchants|Acrem;Ansaraica;Lartausia;Masao|
Unaremi|barony|human|1|4;8|Commons;Merchants|Acrem;Ansaraica;Lartausia;Masao|
Nuavatu|county|human|0|6;7|Commons;Merchants|Acrem;Ansaraica;Lartausia|
Liva|barony|human|1|3;5|Commons;Merchants|Acrem;Ansaraica;Lartausia;Nuavatu|is the capital city of Nuavatu
Thanbu|barony|human|1|3;8|Commons;Merchants|Acrem;Ansaraica;Lartausia;Nuavatu|
Wanita|barony|human|1|4;10|Commons;Merchants|Acrem;Ansaraica;Lartausia;Nuavatu|
Neapaunew|duchy|human|1|8;16||Acrem;Ansaraica|
Port Boremsy|barony|human|1|3;2|Commons;Merchants|Acrem;Ansaraica;Neapaunew|is the capital city of Neapaunew
Lapau|county|human|1|5;12||Acrem;Ansaraica;Neapaunew|
Kroro|barony|human|1|1;12||Acrem;Ansaraica;Neapaunew;Lapau|is the capital city of Lapau
Sirela|barony|human|1|3;6||Acrem;Ansaraica;Neapaunew;Lapau|
Twaiku|barony|human|0|1;7|Commons|Acrem;Ansaraica;Neapaunew;Lapau|
Shallmar|county|human|0|2;12|Commons|Acrem;Ansaraica;Neapaunew|
Jumaro|barony|human|1|4;6||Acrem;Ansaraica;Neapaunew;Shallmar|is the capital city of Shallmar
Atarq|barony|human|0|2;5|Commons|Acrem;Ansaraica;Neapaunew;Shallmar|
Nonblean|barony|human|1|4;8||Acrem;Ansaraica;Neapaunew;Shallmar|
Eramaci|grand duchy|human|1|1;8||Acrem|
Dabasbro|barony|human|1|2;7|Commons;Merchants;Nobles;Martial|Acrem;Eramaci|is the capital city of Eramaci
Amstaotun|duchy|human|0|3;4|Commons|Acrem;Eramaci|
Wostinga|barony|human|0|2;5|Commons;Merchants;Nobles|Acrem;Eramaci;Amstaotun|is the capital city of Amstaotun
Guyarapi|county|human|1|2;10|Commons;Merchants;Nobles|Acrem;Eramaci;Amstaotun|
Ciosunano|barony|human|1|3;8|Commons;Merchants;Nobles|Acrem;Eramaci;Amstaotun;Guyarapi|is the capital city of Guyarapi
Domnecamia|barony|human|1|2;4|Commons;Merchants;Nobles|Acrem;Eramaci;Amstaotun;Guyarapi|
Lechi|county|human|0|3;4|Commons|Acrem;Eramaci;Amstaotun|
Gosantia|barony|human|0|1;7|Commons|Acrem;Eramaci;Amstaotun;Lechi|is the capital city of Lechi
Vensolia|barony|human|1|1;8||Acrem;Eramaci;Amstaotun;Lechi|
Zenevuela|county|human|1|1;5|Commons;Merchants|Acrem;Eramaci;Amstaotun|
Cascera|barony|human|1|1;6|Commons;Merchants|Acrem;Eramaci;Amstaotun;Zenevuela|is the capital city of Zenevuela
Muluxburg|barony|human|1|1;7|Commons;Merchants|Acrem;Eramaci;Amstaotun;Zenevuela|
Sprucy|barony|human|1|3;5|Commons;Merchants|Acrem;Eramaci;Amstaotun;Zenevuela|
Danaca|duchy|human|1|4;13||Acrem;Eramaci|
Awatot|barony|human|1|3;3|Commons;Merchants;Nobles;Martial|Acrem;Eramaci;Danaca|is the capital city of Danaca
Doracue|county|human|0|1;10|Commons;Merchants|Acrem;Eramaci;Danaca|
Toqui|barony|human|0|3;6|Commons;Merchants|Acrem;Eramaci;Danaca;Doracue|is the capital city of Doracue
Doranra|barony|human|0|3;3|Commons;Merchants|Acrem;Eramaci;Danaca;Doracue|
Guaracina|county|human|1|3;9|Commons;Merchants|Acrem;Eramaci;Danaca|
Guanama|barony|human|1|1;3|Commons;Merchants;Nobles|Acrem;Eramaci;Danaca;Guaracina|is the capital city of Guaracina
Tamal|barony|human|1|3;3|Commons;Merchants|Acrem;Eramaci;Danaca;Guaracina|
Tenlechistein|barony|human|0|3;4|Commons;Merchants|Acrem;Eramaci;Danaca;Guaracina|
Naygua|county|human|1|5;3|Commons;Merchants|Acrem;Eramaci;Danaca|
Gregoretown|barony|human|1|1;8|Commons;Merchants;Nobles|Acrem;Eramaci;Danaca;Naygua|is the capital city of Naygua
Marissano|barony|human|0|3;2|Commons;Merchants|Acrem;Eramaci;Danaca;Naygua|
Omanoc|barony|human|0|2;6|Commons;Merchants|Acrem;Eramaci;Danaca;Naygua|
Nosharud|county|human|0|1;13|Commons;Merchants|Acrem;Eramaci;Danaca|
Gapalgutegci|barony|human|0|1;10|Commons;Merchants|Acrem;Eramaci;Danaca;Nosharud|is the capital city of Nosharud
Nuberi|barony|human|1|3;8|Commons;Merchants|Acrem;Eramaci;Danaca;Nosharud|
Saldurusma|barony|human|0|2;6|Commons;Merchants|Acrem;Eramaci;Danaca;Nosharud|
Rusmiena|county|human|0|1;10|Commons|Acrem;Eramaci;Danaca|
Bomaripa|barony|human|0|4;2|Commons|Acrem;Eramaci;Danaca;Rusmiena|is the capital city of Rusmiena
Catinav|barony|human|0|3;10|Commons|Acrem;Eramaci;Danaca;Rusmiena|
Genartina|duchy|human|1|4;13|Commons;Merchants|Acrem;Eramaci|
Sonebu Aeris|barony|human|1|2;10|Commons;Merchants;Nobles;Martial|Acrem;Eramaci;Genartina|is the capital city of Genartina
Amanap|county|human|0|3;6|Commons;Merchants|Acrem;Eramaci;Genartina|
Amanap City|barony|human|1|3;5|Commons;Merchants|Acrem;Eramaci;Genartina;Amanap|is the capital city of Amanap
Ginasporas|barony|human|1|1;10|Commons;Merchants|Acrem;Eramaci;Genartina;Amanap|
Tirimusa|barony|human|1|1;6|Commons;Merchants|Acrem;Eramaci;Genartina;Amanap|
Buca|county|human|1|3;11|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina|
Anavha|barony|human|1|1;7|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina;Buca|is the capital city of Buca
Hanibar|barony|human|1|2;4|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina;Buca|
Teamagula|county|human|0|3;8|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina|
Teamagula City|barony|human|1|3;7|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina;Teamagula|is the capital city of Teamagula
Chelseyles|barony|human|0|3;6|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina;Teamagula|
Mal's Dive|barony|human|1|4;9|Commons;Merchants;Nobles|Acrem;Eramaci;Genartina;Teamagula|
Libzar|duchy|human|1|5;13||Acrem;Eramaci|
Libsaria|barony|human|1|1;8|Commons;Merchants|Acrem;Eramaci;Libzar|is the capital city of Libzar
Caminidom|county|human|1|4;13||Acrem;Eramaci;Libzar|
Dimogosonta|barony|human|1|1;10|Commons;Merchants|Acrem;Eramaci;Libzar;Caminidom|is the capital city of Caminidom
Soletho|barony|human|0|1;4|Commons|Acrem;Eramaci;Libzar;Caminidom|
Ristao|county|human|1|1;7|Commons;Merchants|Acrem;Eramaci;Libzar|
Josasne|barony|human|1|2;8|Commons;Merchants|Acrem;Eramaci;Libzar;Ristao|is the capital city of Ristao
Dorquarilea|barony|human|1|2;7|Commons;Merchants|Acrem;Eramaci;Libzar;Ristao|
Uingea|barony|human|0|3;2|Commons;Merchants|Acrem;Eramaci;Libzar;Ristao|
Livbolia|duchy|human|1|2;10||Acrem;Eramaci|
Cresu|barony|human|1|4;8|Commons;Merchants;Nobles;Martial|Acrem;Eramaci;Livbolia|is the capital city of Livbolia
Dorvalsa|county|human|1|3;5||Acrem;Eramaci;Livbolia|
Dorvalsa City|barony|human|1|4;5|Commons;Merchants|Acrem;Eramaci;Livbolia;Dorvalsa|is the capital city of Dorvalsa
Rubundi|barony|human|0|2;10|Commons|Acrem;Eramaci;Livbolia;Dorvalsa|
Wandra|barony|human|1|1;9||Acrem;Eramaci;Livbolia;Dorvalsa|
Ezelbi|county|human|1|6;10||Acrem;Eramaci;Livbolia|
Panmobel|barony|human|1|4;8|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia;Ezelbi|is the capital city of Ezelbi
Tobujodi|barony|human|0|2;7|Commons|Acrem;Eramaci;Livbolia;Ezelbi|
Ithia|county|human|0|4;13|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia|
Princes' Port|barony|human|1|1;7|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia;Ithia|is the capital city of Ithia
Bamiga|barony|human|1|2;10|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia;Ithia|
Ziwa's Land|barony|human|1|3;7|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia;Ithia|
Shamba|county|human|0|2;10|Commons|Acrem;Eramaci;Livbolia|
Sanusa|barony|human|1|3;11|Commons;Merchants;Nobles|Acrem;Eramaci;Livbolia;Shamba|is the capital city of Shamba
Redev Cape|barony|human|0|4;7|Commons|Acrem;Eramaci;Livbolia;Shamba|
Rocomos|barony|human|0|4;4|Commons;Merchants|Acrem;Eramaci;Livbolia;Shamba|
Lumcobia|duchy|human|1|7;11||Acrem;Eramaci|
Ogotba|barony|human|1|4;11|Commons;Merchants;Nobles;Martial|Acrem;Eramaci;Lumcobia|is the capital city of Lumcobia
Cajam|county|human|0|2;6|Commons|Acrem;Eramaci;Lumcobia|
South Kings' Town|barony|human|1|1;9|Commons;Merchants|Acrem;Eramaci;Lumcobia;Cajam|is the capital city of Cajam
Steomeo|barony|human|0|4;5|Commons|Acrem;Eramaci;Lumcobia;Cajam|
Peciprin|barony|human|0|2;7|Commons|Acrem;Eramaci;Lumcobia;Cajam|
Culia|county|human|0|6;3|Commons|Acrem;Eramaci;Lumcobia|
Striaces|barony|human|0|3;8|Commons|Acrem;Eramaci;Lumcobia;Culia|is the capital city of Culia
Prueto|barony|human|0|4;12|Commons|Acrem;Eramaci;Lumcobia;Culia|
Datidrin|county|human|1|4;8|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia|
Naspi Port|barony|human|1|4;7|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Datidrin|is the capital city of Datidrin
Gaboto|barony|human|1|2;6|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Datidrin|
Agum|barony|human|0|4;7|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Datidrin|
Guanti|county|human|1|4;11|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia|
Snohj|barony|human|1|1;3|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Guanti|is the capital city of Guanti
Brubada|barony|human|1|3;10|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Guanti|
Anmaria|barony|human|0|1;5|Commons;Merchants;Nobles|Acrem;Eramaci;Lumcobia;Guanti|
Mindoca|county|human|0|5;11|Commons;Merchants|Acrem;Eramaci;Lumcobia|
Seorau|barony|human|0|3;10|Commons;Merchants|Acrem;Eramaci;Lumcobia;Mindoca|is the capital city of Mindoca
Givrin|barony|human|0|3;5|Commons;Merchants|Acrem;Eramaci;Lumcobia;Mindoca|
Uper|duchy|human|0|4;11|Commons;Merchants|Acrem;Eramaci|
Alim|barony|human|0|3;7|Commons;Merchants|Acrem;Eramaci;Uper|is the capital city of Uper
Cenvi|county|human|0|4;9|Commons;Merchants|Acrem;Eramaci;Uper|
North Kings' Town|barony|human|0|3;6|Commons;Merchants|Acrem;Eramaci;Uper;Cenvi|is the capital city of Cenvi
Digrennas|barony|human|0|2;11|Commons;Merchants|Acrem;Eramaci;Uper;Cenvi|
Dregna|county|human|1|3;11|Commons;Merchants|Acrem;Eramaci;Uper|
Gegreo|barony|human|1|3;6|Commons;Merchants|Acrem;Eramaci;Uper;Dregna|is the capital city of Dregna
Asmao|barony|human|1|2;6|Commons;Merchants|Acrem;Eramaci;Uper;Dregna|
Ganlend|county|human|1|5;7|Commons;Merchants|Acrem;Eramaci;Uper|
Ocsand|barony|human|1|4;9|Commons;Merchants|Acrem;Eramaci;Uper;Ganlend|
Swael|barony|human|1|3;9|Commons;Merchants|Acrem;Eramaci;Uper;Ganlend|
Sobarda|county|human|0|4;6|Commons;Merchants|Acrem;Eramaci;Uper|
Bridgeton|barony|human|0|1;6|Commons;Merchants|Acrem;Eramaci;Uper;Sobarda|is the capital city of Sobarda
Kanming|barony|human|1|4;8|Commons;Merchants|Acrem;Eramaci;Uper;Sobarda|
Mypalra|barony|human|0|1;4|Commons;Merchants|Acrem;Eramaci;Uper;Sobarda|
Ximeco|duchy|human|1|3;10|Commons;Merchants|Acrem;Eramaci|
Ximeco City|barony|human|1|1;5|Commons;Merchants;Nobles;Martial|Acrem;Eramaci;Ximeco|is the capital city of Ximeco
Dubermu|county|human|0|4;5|Commons;Merchants|Acrem;Eramaci;Ximeco|
Mahil Town|barony|human|0|3;5|Commons;Merchants|Acrem;Eramaci;Ximeco;Dubermu|is the capital city of Dubermu
Awke|barony|human|0|3;3|Commons;Merchants|Acrem;Eramaci;Ximeco;Dubermu|
Skitt|county|human|0|2;6|Commons;Merchants|Acrem;Eramaci;Ximeco|
Bastersree|barony|human|1|4;5|Commons;Merchants|Acrem;Eramaci;Ximeco;Skitt|is the capital city of Skitt
Siven|barony|human|1|3;7|Commons;Merchants|Acrem;Eramaci;Ximeco;Skitt|
Eupore|grand duchy|human|1|11;12||Acrem|
Amocon|barony|human|1|1;6|Commons;Merchants;Nobles;Martial|Acrem;Eupore|is the capital city of Eupore
Ainreku|duchy|human|0|2;7|Commons;Merchants|Acrem;Eupore|
Kevi|barony|human|0|3;8|Commons;Merchants;Nobles;Martial|Acrem;Eupore;Ainreku|is the capital city of Ainreku
Dwens|county|human|0|1;12|Commons;Merchants|Acrem;Eupore;Ainreku|
Chtolmsto|barony|human|1|1;7|Commons;Merchants|Acrem;Eupore;Ainreku;Dwens|is the capital city of Dwens
Landice|barony|human|0|4;6|Commons;Merchants|Acrem;Eupore;Ainreku;Dwens|
Slayugovia|barony|human|0|3;2|Commons;Merchants|Acrem;Eupore;Ainreku;Dwens|
Flinad|county|human|1|6;14|Commons;Merchants|Acrem;Eupore;Ainreku|
Kelshini|barony|human|1|4;6|Commons;Merchants|Acrem;Eupore;Ainreku;Flinad|is the capital city of Flinad
Ganhury|barony|human|0|2;10|Commons;Merchants|Acrem;Eupore;Ainreku;Flinad|
Namgry|county|human|1|2;9|Commons;Merchants|Acrem;Eupore;Ainreku|
Reblin|barony|human|1|3;6|Commons;Merchants|Acrem;Eupore;Ainreku;Namgry|is the capital city of Namgry
Glouport|barony|human|1|2;5|Commons;Merchants|Acrem;Eupore;Ainreku;Namgry|
Plonad|county|human|1|3;6|Commons;Merchants|Acrem;Eupore;Ainreku|
Wawsar|barony|human|1|4;6|Commons;Merchants|Acrem;Eupore;Ainreku;Plonad|is the capital city of Plonad
Najabreza|barony|human|0|4;7|Commons;Merchants|Acrem;Eupore;Ainreku;Plonad|
Sipan|county|human|1|3;10|Commons;Merchants|Acrem;Eupore;Ainreku|
Maddri|barony|human|1|1;9|Commons;Merchants|Acrem;Eupore;Ainreku;Sipan|is the capital city of Sipan
Stauria|barony|human|0|3;5|Commons;Merchants|Acrem;Eupore;Ainreku;Sipan|
Repechiz|barony|human|1|3;8|Commons;Merchants|Acrem;Eupore;Ainreku;Sipan|
Crafne|duchy|human|0|8;19|Commons|Acrem;Eupore|
Sapri|barony|human|0|3;5||Acrem;Eupore;Crafne|is the capital city of Crafne
Talyi|county|human|0|6;15|Commons|Acrem;Eupore;Crafne|
Orem|barony|human|1|1;10||Acrem;Eupore;Crafne;Talyi|is the capital city of Talyi
Landire|barony|human|1|2;6||Acrem;Eupore;Crafne;Talyi|
Girogea|barony|human|1|2;11||Acrem;Eupore;Crafne;Talyi|
Yanrow|county|human|1|6;12||Acrem;Eupore;Crafne|
Sloo|barony|human|1|3;4||Acrem;Eupore;Crafne;Yanrow|is the capital city of Yanrow
Thuanlia|barony|human|0|1;4|Commons|Acrem;Eupore;Crafne;Yanrow|
Stanzakka|duchy|human|1|3;10|Commons;Merchants|Acrem;Eupore|
Atamala|barony|human|1|4;9|Commons;Merchants;Nobles;Martial|Acrem;Eupore;Stanzakka|is the capital city of Stanzakka
Stanbezuki|county|human|1|3;8|Commons;Merchants|Acrem;Eupore;Stanzakka|
Ketnasht|barony|human|1|2;4|Commons;Merchants;Nobles|Acrem;Eupore;Stanzakka;Stanbezuki|is the capital city of Stanbezuki
Viatal|barony|human|1|2;4|Commons;Merchants|Acrem;Eupore;Stanzakka;Stanbezuki|
Coratia|barony|human|1|4;6|Commons;Merchants|Acrem;Eupore;Stanzakka;Stanbezuki|
Stankjitaki|county|human|1|4;8|Commons;Merchants|Acrem;Eupore;Stanzakka|
Beandush|barony|human|1|4;6|Commons;Merchants;Nobles|Acrem;Eupore;Stanzakka;Stankjitaki|is the capital city of Stankjitaki
Herbozenia|barony|human|0|4;2|Commons;Merchants|Acrem;Eupore;Stanzakka;Stankjitaki|
Stankrygy|county|human|1|4;7|Commons;Merchants|Acrem;Eupore;Stanzakka|
Keshbik|barony|human|1|2;4|Commons;Merchants;Nobles|Acrem;Eupore;Stanzakka;Stankrygy|is the capital city of Stankrygy
Kavoslia|barony|human|1|4;6|Commons;Merchants|Acrem;Eupore;Stanzakka;Stankrygy|
Notesia|barony|human|1|3;3|Commons;Merchants|Acrem;Eupore;Stanzakka;Stankrygy|
Stanmurkti|county|human|1|3;10|Commons;Merchants|Acrem;Eupore;Stanzakka|
Dabakash|barony|human|1|1;9|Commons;Merchants;Nobles|Acrem;Eupore;Stanzakka;Stanmurkti|is the capital city of Stanmurkti
Serwit's Land|barony|human|0|3;9|Commons;Merchants|Acrem;Eupore;Stanzakka;Stanmurkti|
Rethen's Land|barony|human|0|4;5|Commons;Merchants|Acrem;Eupore;Stanzakka;Stanmurkti|
Sursia|duchy|human|0|8;11|Commons|Acrem;Eupore|
Scomow|barony|human|0|4;3|Commons;Merchants;Nobles|Acrem;Eupore;Sursia|is the capital city of Sursia
Bleasur|county|human|0|4;6|Commons|Acrem;Eupore;Sursia|
Smenk|barony|human|0|4;7|Commons|Acrem;Eupore;Sursia;Bleasur|is the capital city of Bleasur
Karmden|barony|human|1|2;5||Acrem;Eupore;Sursia;Bleasur|
Bluragia|county|human|1|2;8|Commons;Merchants|Acrem;Eupore;Sursia|
Fosia|barony|human|1|4;7|Commons;Merchants|Acrem;Eupore;Sursia;Bluragia|is the capital city of Bluragia
Voldoma|barony|human|1|2;6|Commons;Merchants|Acrem;Eupore;Sursia;Bluragia|
Cerege|county|human|0|3;10|Commons|Acrem;Eupore;Sursia|
Saneth|barony|human|0|3;5|Commons|Acrem;Eupore;Sursia;Cerege|is the capital city of Cerege
Muglebi|barony|human|0|3;9|Commons|Acrem;Eupore;Sursia;Cerege|
Endtu|county|human|0|1;14|Commons|Acrem;Eupore;Sursia|
Donnol|barony|human|1|2;11|Commons;Merchants|Acrem;Eupore;Sursia;Endtu|is the capital city of Endtu
Inemara|barony|human|1|4;9||Acrem;Eupore;Sursia;Endtu|
Nairoma|county|human|1|6;12|Commons;Merchants|Acrem;Eupore;Sursia|
Charbruest|barony|human|1|1;5|Commons;Merchants|Acrem;Eupore;Sursia;Nairoma|is the capital city of Nairoma
Inabala|barony|human|1|3;5|Commons;Merchants|Acrem;Eupore;Sursia;Nairoma|
Iasa|grand duchy|human|0|5;8|Commons|Acrem|
Soareping|barony|human|1|3;10|Commons;Merchants;Nobles;Martial|Acrem;Iasa|is the capital city of Iasa
Dinia|duchy|human|1|4;10||Acrem;Iasa|
Heldawin|barony|human|1|2;9|Commons;Merchants;Nobles|Acrem;Iasa;Dinia|is the capital city of Dinia
Iondesia|county|human|0|3;14|Commons|Acrem;Iasa;Dinia|
